co_nombre,co_finalidad,co_direccion,co_telefono1,co_contacto1,co_telefono2,co_contacto2,co_telefono3,co_contacto3,co_website,co_banco,co_cuenta_destino,co_pago,co_vendedor,co_sonido,co_comentarios,co_fecha,co_fecha_act,co_estado,co_operador,co_terminal,co_mora,co_comision,co_rnc
KARISMA FASE CANCELADO RECAUDO,0,0,0,0,,,,,,2,300118368,2,0,NULL,,05:14.5,43:38.9,1,mmoris,DESKTOP-DFEQDJR,0,0.5,131-37045-4
KARISMA PUNTA CANA 2,HOTELERIA,UVERO ALTO,8098334560,RECUERSOS HUMANO,,,,,,2,9602119269,2,2,NULL,,53:47.2,36:23.6,0,admin,SERVIDOR,0,0.5,131-37045-4
KARISMA PUNTA CANA 3,HOTELERIA,UVERO ALTO,8098334560,RECURSOS HUMANO,,,,,,2,9602119269,2,2,NULL,,55:42.8,36:29.2,0,admin,USER-PC,0,0.5,131-37045-4
KARISMA PUNTA CANA 4,HOTELERIA,UVERO ALTO,8098334560,REECURSOS HUMANOS,,,,,,2,9602119269,2,2,NULL,,21:07.7,36:33.8,0,admin,SERVIDOR,0,0.5,131-37045-4
KARISMA PUNTA CANA 5,HOTELERIA,UVERO ALTO,0,0,,,,,,2,9602119269,2,2,NULL,,04:42.0,36:38.8,0,opaulino,APPSERVER,0,0.5,131-37045-4
KARISMA PUNTA CANA FASE,HOTELERIA,UVERO ALTO,8098334560,RECURSOS HUMANOS,,,,,,2,300118368,2,2,NULL,,04:22.8,35:56.3,1,admin,DESKTOP-GSN33LR,0,0.5,131-37045-4
KARISMA PUNTA CANA FASE.,0,0,0,0,,,,,,2,300118368,2,2,NULL,,37:35.9,37:35.9,1,flor,DESKTOP-MO25F8N,0,0,131-37045-4
KARISMA PUNTA CANA FASE..,0,0,0,0,,,,,,2,300118368,2,2,NULL,,38:33.3,38:33.3,1,flor,DESKTOP-MO25F8N,0,0,131-37045-4
KARISMA PUNTA CANA.,BAVARO,0,0,0,,,,,,2,300118368,2,0,NULL,,12:06.0,06:47.7,1,mmoris,DESKTOP-VK5UM4E,0,0.5,131-37045-4
KARISMA PUNTA CANA..,HOTELERIA,bavaro,0,0,,,,,,2,300118368,2,2,NULL,,47:39.6,51:00.5,1,mmoris,MOISESSS,0,0.5,131-37045-4
KARISMA PUNTA CANA...,VVVVVVVVVVVVVVVV,vvvvvvvvvvv,1111111111,vvvvvvvvvvvvvv,,,,,,2,300118368,2,2,NULL,,48:39.5,48:39.5,1,flor,DESKTOP-MO25F8N,0,0,111-11111-1
KARISMA PUNTA CANA....,VVVVV,vvvvvvvvvvv,1111111111,vvvvvvvvvvvvvvvv,,,,,,2,300118368,2,2,NULL,,41:36.0,46:57.8,1,flor,DESKTOP-MO25F8N,0,0,111-11111-1
KARISMA PUNTA CANA.....,OOOOOOOOOOO,0,0,0,,,,,,2,300118368,2,2,NULL,,39:23.0,39:23.0,1,MMORIS,DESKTOP-KMO5TDU,0,0.5,131-37045-4
KARISMA PUNTA CANA.4,HOTELERIA,UVERO ALTO,8098334560,RECURSOS HUMANO,,,,,,2,9602119269,2,2,NULL,,07:54.8,36:43.4,0,cgonzalez,DESKTOP-ISIVUEK,0,0.5,131-37045-4
KARISMA SOLO INTERES ,0,0,0,0,,,,,,2,300118368,2,0,NULL,,22:44.7,22:44.7,1,opaulino,DESKTOP-VK5UM4E,0,0.5,131-37045-4
KETTLE SANCHEZ & CO/OARN,PRODUCTO DE FARMACIA,santo domingo,0,0,,,,,,1,24472460019,2,2,NULL,,01:39.7,01:39.7,1,mmoris,DESKTOP-O41JRMA,0,0.5,131-37045-4
L&R COMELCIAL SRL,VENTAS DE ELETRODOMESTICO,ISABEL AGUIAR . PLAZA ISABEL AGUIAR,8095614959,REC,,,,,,5,795319581,2,0,NULL,,07:20.5,07:20.5,1,jalvarez,DESKTOP-GSN33LR,0,0,131-37045-4
LA FABRIL CXA,VENTAS DE PRODUTOS DE CONSUMO MASIVO,AUTOPISTA DUARTE ESQUINA MONUMENTAL,8097247999,0,,,,,,5,795319581,2,5,NULL,,31:53.3,06:10.7,1,mmoris,DESKTOP-GSN33LR,0,4,131-37045-4
LA RIU,HOTELERIA,bavaro punta cana,8090000000,roque,,,,,,5,795319581,2,0,NULL,,40:34.5,27:31.4,0,rrodriguez,COBROS02,NULL,NULL,NULL
LA SIRENA,VENTA DE PRODUCTOS,higuey,0,0,,,,,,5,795319581,2,5,NULL,,07:21.7,27:45.1,0,opaulino,SERVIDOR,NULL,NULL,NULL
LISTA NEGRA INESPRE.,XXXXXXXXXXXXXXXXXXXX,xxxxxxxxxxxxxxxx,0,0,,,,,,2,300118368,3,0,NULL,,47:34.9,56:29.1,0,drosario,TEMPORAL-PC,NULL,NULL,NULL
LISTA NEGRA KARISMA,HOTELERIA,uvero alto,0,0,,,,,,2,300118368,2,0,NULL,,07:34.2,56:34.1,0,opaulino,APPSERVER,NULL,NULL,NULL
LIVE AQUA,AL TURISMO,0,0,0,,,,,,5,795319581,2,0,NULL,,38:28.4,47:45.6,1,cgonzalezz,DESKTOP-O41JRMA,0,0,131-37045-4
LOGISTICA INTELIGENTE S.A LOGIN,LOGISTICA Y TRANSPORTACION,PARQUE DUARTE. AUTOPISTA DUARTE KM 23,8094357788,REC,,,,,,1,24472460019,2,0,NULL,,57:52.6,52:56.1,1,mmoris,DESKTOP-GSN33LR,0,0,131-37045-4
MAJESTIC ,HOTELERIA,bavaro,0,0,,,,,,5,795319581,2,0,NULL,,10:38.1,14:28.0,0,opaulino,APPSERVER,NULL,NULL,NULL
MENSUALES BANRESERVAS,SECTOR PUBLICO,higuey,0,ssssssssssssssss,,,,,,2,300118368,3,2,NULL,,14:40.8,49:35.0,1,admin,SERVIDOR,0,0.5,131-37045-4
MENSUALES BANRESERVAS USUARIO BLOQUEADO,DIVERSOS,0,0,0,,,,,,2,7900004964,3,0,NULL,,48:16.0,39:02.7,0,admin,GH-PC,NULL,NULL,NULL
MENSUALES BHD,HOTELERIA,bavaro,0,aaaaaaaaaaaaaa,,,,,,1,11387790035,3,0,NULL,,02:50.5,38:15.5,0,admin,SERVIDOR,NULL,NULL,NULL
MENSUALES DEPOSITOS,0,0,0,0,,,,,,7,,3,0,NULL,,18:07.5,28:45.8,0,opaulino,APPSERVER,NULL,NULL,NULL
MENSUALES POPULAR RECAUDO,0,0,0,0,,,,,,5,795319581,3,0,NULL,,01:22.7,24:37.1,1,opaulino,OPAULINO0,0,0,000-00000-0
MENSUALES POPULARES,HOTELERIA,bavaro,0,0,,,,,,5,795319581,3,0,NULL,,52:44.2,29:01.3,0,admin,DESKTOP-GSN33LR,NULL,NULL,NULL
METRO DE SANTO DOMINGO ,SANTO DOMINGO,santo domingo,0,0,,,,,,2,300118368,3,0,NULL,,43:27.8,43:27.8,1,mmoris,DESKTOP-O41JRMA,0,0.5,131-37045-4
MIGRACION (PUNTA CANA),INSPECTOR,Punta Cana. PUJ,,,,,,,,2,300118368,3,0,NULL,,24:05.9,24:05.9,1,esantos,DESKTOP-KMO5TDU,0,0,000-00000-0
NESPLAS S.A.,0,0,,,,,,,,5,795319581,1,0,NULL,,09:34.8,04:49.0,1,cgonzalezz,DESKTOP-DFEQDJR,0,0,131-37045-4
NOW ONIX CANCELADOS,HOTELERIA,0,0,0,,,,,,1,24472460019,2,0,NULL,,00:42.0,00:42.0,1,cgonzalezz,DESKTOP-DFEQDJR,0,0,131-37045-4
NOW ONIX PUNTA CANA ,HOTELERIA,UVERO ALTO,0,0,,,,,,1,24472460019,2,0,NULL,,17:54.2,56:18.4,1,cgonzalezz,MOISESSS,0,0,131-31445-4
NOW ONYX / BRESLETS SIN PROCESAR,HOTELERIA,uvero alto,8292831745,0,,,,,,1,11387790035,2,0,NULL,,38:23.4,37:26.0,0,opaulino,APPSERVER,NULL,NULL,NULL
NOW ONYX PROBLEMATICOS,0,0,0,0,,,,,,1,24472460019,2,5,NULL,,58:45.6,08:31.7,1,opaulino,LAPTOP1,0,0.5,131-37045-4
NOW ONYX PUNTA CANA1,HOTELERIA,uvero alto,0,0,,,,,,1,24472460019,2,1,NULL,,18:37.5,06:06.5,0,opaulino,SERVIDOR,0,0.5,131-37045-4
NUEVOS CANCELADOS BANRESERVAS,BAVARO,hateleria,1111111111,1111111111,,,,,,7,,2,0,NULL,,33:04.8,31:23.1,0,mavila,USER-PC,NULL,NULL,NULL
NUEVOS CANCELADOS POPULAR,0,0,0,0,,,,,,5,795319581,2,0,NULL,,31:09.0,31:50.4,0,opaulino,DESKTOP-GSN33LR,NULL,NULL,NULL
OCCIDENTAL,HOTELERIA,puntaca,0,0,,,,,,5,795319581,2,0,NULL,,40:57.1,29:19.4,0,mavila,USER-PC,NULL,NULL,NULL
PALLADIUM,HOTELERIA,bavaro,1111111111,11111111,,,,,,5,795319581,2,0,NULL,,13:15.4,16:02.9,0,mavila,USER-PC,NULL,NULL,NULL
PALMA REAL,HOTELERIA,bavaro,1111111111,2.22E+12,,,,,,5,795319581,2,0,NULL,,24:58.5,16:59.5,0,mavila,USER-PC,NULL,NULL,NULL
PARADISO PUNTA CANA,HOTELERIA,punta cana,1111111111,2.22E+12,,,,,,5,795319581,2,0,NULL,,55:08.9,17:26.8,0,mavila,USER-PC,NULL,NULL,NULL
PASTEURIZADORA RICA S.A,EMPACADORA DE JUGOS Y LECHE . PRODUCTO LACTEOS,AVENIDA JHON F. KENNEDY . LA JAVILLA SANTO DOMINGO..AL LADO DE TELEANTILLAS,8095637422,REC.,,,,,,1,24472460019,2,0,NULL,,35:57.6,32:13.0,1,mmoris,DESKTOP-GSN33LR,0,0,131-37045-4
PASTEURIZADORA RICA S.A RECAUDOS,EMPACADORA DE JUGOS Y LECHE . PRODUCTO LACTEOS,AVENIDA JHON F. KENNEDY . LA JAVILLA SANTO DOMINGO..AL LADO DE TELEANTILLAS,8095637422,,,,,,,1,24472460019,2,0,NULL,,38:45.6,38:45.6,1,cgonzalezz,DESKTOP-O41JRMA,0,0,131-37045-4
PECHURICA LA FE  SRL,RESTAURANTE DE COMIDA,CALLE SAN MIGUEL #16 FRENTE A LA POLLERA,8097709170,DIANA FELIZ .,,,,,,1,24472460019,2,0,NULL,,09:28.6,15:53.6,1,jalvarez,DESKTOP-GSN33LR,0,0,131-37045-4
PETRO ANTILLANA S.A,PRODUCTOS LACTEOS,CALLE LUPERON # 1 URB.30 DE MAYO,8096834044,RE,,,,,,1,24472460019,3,5,NULL,,38:22.8,22:39.5,1,mmoris,OPAULINO0,0,4,131-37045-4
PETRO ANTILLANA S.A.,DISTRIBUIDOR ALIMENTOS,SANTO DOMINGO,0,0,,,,,,5,795319581,3,5,NULL,,05:42.2,05:42.2,1,flor,DESKTOP-MO25F8N,0,0,131-37045-4
PETRO ANTILLANA S.A..,PRODUCTOS LACTEOS,CALLE LUPERON #1 URB. 30 DE MAYO,8096834044,REC,,,,,,1,24472460019,2,0,NULL,,39:30.6,23:53.0,1,jalvarez,DESKTOP-GSN33LR,0,0,131-37045-4
PETRONAN ROCHELL ,BOMBA DE GASOLINA,0,0,0,,,,,,1,24472460019,2,0,NULL,,18:13.6,49:38.8,1,cgonzalezz,DESKTOP-MO25F8N,0,0,131-37045-4
PLANTILLA MENSUAL BANRESERVAS,0,0,0,0,,,,,,2,300118368,3,0,NULL,,05:09.9,17:59.3,0,drosario,TEMPORAL-PC,NULL,NULL,NULL
PLANTILLA QUINCENAL POPULARR,0,0,0,0,,,,,,5,795319581,2,0,NULL,,59:11.5,19:01.8,0,admin,SERVIDOR,NULL,NULL,NULL
PRESTACIONES KARISMA,0,0,0,0,,,,,,2,300118368,2,0,NULL,,41:03.3,33:18.9,0,admin,SERVIDOR,NULL,NULL,NULL
PRESTACIONES NOW Y BRETHLES,HOTELERIA,UVERO ALTO,0,0,,,,,,1,24472460019,2,5,NULL,,23:00.9,58:41.4,0,OPAULINO,DESKTOP-DFEQDJR,0,0.5,131-37045-4
PRESTACIONES PAGAS BREATHLESS Y NOW,0,0,0,0,,,,,,1,24472460019,2,5,NULL,,08:53.5,10:09.8,0,opaulino,LAPTOP1,0,0.5,131-37045-4
PROBLEMAS DE CREDITO BANRESRVAS,0,0,0,0,,,,,,2,300118368,3,0,NULL,,18:27.6,25:05.9,0,admin,SERVIDOR,NULL,NULL,NULL
QUALA DOMINICANA,FRABRICACION DE PRODUCTOS DE COMIDA,carretera sanchez no.18 cajuelito de haina,8097013333,recepcion,,,,,,1,11387790035,3,0,NULL,,32:50.9,30:56.6,0,drosario,DROSARIO01-PC,NULL,NULL,NULL
QUINCENALES BANRESERVAS ,HACER PRESTAMOS ,0,,,,,,,,2,300118368,2,2,NULL,,51:26.9,50:21.3,1,cgonzalezz,DESKTOP-2GPEK96,0,0.5,131-37045-4
QUINCENALES BANRESERVAS FASE RECAUDO,0,0,0,0,,,,,,2,300118368,2,0,NULL,,33:05.0,44:15.0,1,flor,DESKTOP-MO25F8N,0,0,131-37045-4
QUINCENALES BANRESERVAS USUARIO BLOQUEADO,DIVERSOS,0,0,0,,,,,,2,7900004964,2,0,NULL,,07:05.4,40:33.6,0,admin,GH-PC,NULL,NULL,NULL
QUINCENALES BHD FASE,0,0,0,0,,,,,,1,24472460019,2,2,NULL,,27:48.6,45:16.0,1,OPAULINO,WIN-UWIUFQ08L4C,0,0.5,131-37045-4
QUINCENALES CARDNET,HOTELERIA,punta cana,1111111111,1.11E+14,,,,,,2,300118368,2,0,NULL,,58:02.7,31:33.4,0,mavila,USER-PC,NULL,NULL,NULL
RABO RECYCLING,RECICLADORES DE PLASTICO,SANTO DOMINGO,0,0,,,,,,1,24472460019,3,0,NULL,,35:16.1,52:11.0,1,opaulino,DESKTOP-HOEK5U4,0,0,000-00000-0
RADISSON BLU RESORT & RESIDENCE. PUNTA CANA,TURISMO,0,0,0,,,,,,2,300118368,2,0,NULL,,36:52.7,36:52.7,1,cgonzalezz,DESKTOP-O41JRMA,0,0,131-37045-4
RECAUDO ANCORA PUNTA CANA POPULAR,HOTELERA,COCINERO,8092064482,,,,,,,1,24472460019,2,5,NULL,HOTELERA,57:25.2,25:55.6,1,yjimenezz,DESKTOP-5UNDJ8S,0,0.5,131-37045-4
RECAUDO BRETHLESS PUNTA CANA,HOTELERIA,0,0,0,,,,,,1,24472460019,2,0,NULL,,31:41.1,27:00.1,1,cgonzalezz,DESKTOP-O41JRMA,0,0,131-37045-4
RECAUDO EDEN ROCK,HOTELERIA,0,0,0,,,,,,1,24472460019,2,0,NULL,,30:04.6,27:29.6,1,cgonzalezz,DESKTOP-O41JRMA,0,0,131-37045-4
RECAUDO EJERCITO NACIONAL,ESTADO,0,0,0,,,,,,2,300118368,3,2,NULL,,22:41.8,27:49.9,1,opaulino,GERENCIA,0,0.5,131-37045-4
RECAUDO HOSP. NTRA.SE벮RA DE LA ALTAGRACIA,SERVICIOS PUBLICOS,HIGUEY LA ALTAGRACIA,0,0,,,,,,2,300118368,3,1,NULL,,59:59.3,29:44.9,1,opaulino,SERVER-PC,0,0.5,131-37045-4
RECAUDO HOSPITAL,SALUD Y MEDICINA,HIGUEY,8098000000,,,,,,,2,9602119269,3,2,NULL,,30:28.4,11:03.1,0,ibarinass,SERVIDOR,0,0.5,131-37045-4
RECAUDO HOSPITAL LA ALTAGRACIA VIEJO,0,0,0,0,,,,,,2,300118368,3,0,NULL,,26:41.0,30:10.4,1,mmoris,DESKTOP-GSN33LR,0,0.5,131-37045-4
RECAUDO INESPRE,SECTOR PUBLICO,BAVARO,0,0,,,,,,2,300118368,3,5,NULL,,08:36.8,30:31.1,1,opaulino,SERVER-PC,0,0.5,131-37045-4
RECAUDO KARISMA,HOTELERIA,UVERO ALTO PUNTA CANA,8090000000,,,,,,,2,300118368,2,2,NULL,,29:16.5,31:01.4,1,ibarinass,SERVIDOR,0,0.5,131-37045-4
RECAUDO MENSUALES BANRESERVAS,0,0,0,0,,,,,,2,300118368,3,0,NULL,,32:29.8,28:40.5,1,mmoris,DESKTOP-VK5UM4E,0,0.5,131-37045-4
RECAUDO NOW ONIX PUNTA CANA,HOTELRIA,,0,0,,,,,,1,24472460019,2,0,NULL,,32:34.7,23:55.5,1,cgonzalezz,DESKTOP-O41JRMA,0,0,131-37045-4
RECAUDO QUINCENALES BANRESERVAS,0,0,0,0,,,,,,2,300118368,2,0,NULL,,12:28.9,32:03.5,1,flor,DESKTOP-MO25F8N,0,0,131-37045-4
RECAUDO QUINCENALES BANRESERVAS ACTIVOS,0,0,0,0,,,,,,2,300118368,2,0,NULL,,23:42.7,28:57.8,1,opaulino,DESKTOP-HOEK5U4,0,0,000-00000-0
RECAUDO QUINCENALES BHD COBRANDO.,VARIADOS,HIGUEY-VERON-PUNTA CANA,8090000000,OSCAR PAULINO,,,,,,1,24472460019,2,0,NULL,,59:09.1,29:17.3,1,ibarinas,SERVIDOR,0,0,131-37045-4
RECAUDO QUINCENALES POPULAR,0,0,0,0,,,,,,5,795319581,2,1,NULL,,53:40.2,32:44.2,1,opaulino,SERVER-PC,0,0.5,131-37045-4
RECAUDO QUINCENALES POPULAR HIGUEY,HOTELERIA,bavaro,1231231231,8090000000,,,,,,5,795319581,2,2,NULL,,30:37.5,32:23.3,1,admin,DESKTOP-GSN33LR,0,0.5,131-37045-4
RECAUDO ROYALTON,0,0,0,0,,,,,,2,300118368,2,5,NULL,,58:28.9,33:04.8,1,opaulino,SERVIDOR,0,0.5,131-37045-4
RECAUDOS  ANCORA BHD,HOTELERIA,0,,,,,,,,1,24472460019,2,0,NULL,,54:43.1,26:21.2,1,cgonzalezz,DESKTOP-O41JRMA,0,0,131-37045-4
RECURRENCIAS QUINCENALES,0,0,0,0,,,,,,2,300118368,2,0,NULL,,03:29.2,32:11.1,0,opaulino,APPSERVER,NULL,NULL,NULL
RECURRENTES MENSUALES,HOTELERIA,PUNTA CANA,0,0,,,,,,2,300118368,3,0,NULL,,24:22.5,32:48.2,0,crincon,GH-PC,NULL,NULL,NULL
RETAIL GROUP,COMPA벨A DISTRIBUCION DE PRODUCTOS ALIMENTICIOS.,CALLE BOHECHIO #7 DETRAS DEL BRAVO DE LA CHURCHILL,8293445041,YENNIFER RRHHU,,,,,,5,795319581,2,0,NULL,,25:09.4,25:09.4,1,jalvarez,DESKTOP-GSN33LR,0,0,131-37045-4
RM TECH,DISTRIBUIDOR DE EQUIPOS DE TELECOMUNICACIONES.,calle juan duquela sto dgo este 11501,8092734333,,,,,,,1,24472460019,2,0,NULL,,52:20.2,52:20.2,1,jalvarez,DESKTOP-GSN33LR,0,0,131-37045-4
ROBLEDO LOGISTICS,TRANSPORTACION Y DISTRIBUCION DE MERCACIA,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,2,300118368,2,0,NULL,,23:49.8,23:49.8,1,jalvarez,DESKTOP-GSN33LR,0,0,131-37045-4,,,,
ROYALTON BANRESERVAS,HOTELERIA D/PUNTA CANA BAVARO,C/PUNTACANA N/22,0,JUAN PEREZ,,,,,,2,300118368,2,5,NULL,,45:18.7,46:31.7,1,cgonzalez,DESKTOP-U05VGEQ,0,0.5,131-37045-4
ROYALTON POST VIRTUAL,HOTELERIA,BAVARO,0,0,,,,,,5,795319581,2,0,NULL,,19:20.4,31:05.3,0,opaulino,SERVIDOR,NULL,NULL,NULL
SECRET CAP CANA,HOTELERIA,cap cana,0,0,,,,,,2,300118368,2,0,NULL,,10:03.5,10:58.0,1,esantos,DESKTOP-KMO5TDU,0,0,131-37045-4
SECRETS CAP CANA,HOTELERIA,bavaro,0,0,,,,,,2,9602119269,2,5,NULL,,53:49.4,12:11.2,0,rrodriguez,MOISES,0,0.5,131-37045-4
SECRETS CAP-CANA,HOTELERIA,0,0,0,,,,,,2,300118368,2,0,NULL,,52:24.4,50:50.6,0,crincon,GH-PC,NULL,NULL,NULL
SEGUIMIENTO CK. CESARINA,0,0,0,0,,,,,,1,24472460019,2,5,NULL,,02:41.4,12:34.4,0,opaulino,GERENCIA,0,0.5,131-37045-4
SEGUIMIENTO CK. JEISY,0,0,0,0,,,,,,1,24472460019,2,5,NULL,,44:33.0,12:49.6,0,opaulino,GERENCIA,0,0.5,131-37045-4
SEMANAL POPULAR,CLUB VACIONES,bavaro,8090000000,,,,,,,5,795319581,1,0,NULL,,41:04.0,33:57.4,0,rrodriguez,APPSERVER,NULL,NULL,NULL
SEMANAL PROGRESO,CLUB DE VACACIONES,BAVARO/PUNTA CANA,0,NO APLICA,,,,,,3,,1,0,NULL,,46:15.8,34:33.7,0,ibarinas,SERVIDOR,NULL,NULL,NULL
SEQUISA .SRL,SERVCIO A EQUIPOS INDUSTRIALES,CALLE CENTRAL #14 ZONA INDUSTRIAL DE HERRERA.,809472355,REC.,,,,,,1,24472460019,2,0,NULL,,27:34.1,52:26.1,1,mmoris,DESKTOP-GSN33LR,0,0,131-37045-4
SERVAIR,SERVICIOS AEROPORTARIOS,PUNTA CANA,0,0,,,,,,5,795319581,2,0,NULL,,29:32.7,33:50.3,0,crincon,GH-PC,NULL,NULL,NULL
SHELL (BOMBA DE PANCHITO),BOMBERO,0,0,,,,,,,2,300118368,2,0,NULL,,30:15.1,30:15.1,1,esantos,DESKTOP-KMO5TDU,0,0,000-00000-0
SIGMA ALIMENTOS ,VENTA DE PRODUCTOS LACTEOS,ANIBAL DE ESPINOSA 215. VILLA AGRICOLAS,8092472020,REC,,,,,,1,24472460019,2,0,NULL,,33:08.5,21:08.4,1,jalvarez,DESKTOP-GSN33LR,0,0,131-37045-4
SIRENA,VENTA,LA ALTAGRACIA,0,0,,,,,,5,795319581,2,0,NULL,,34:30.3,13:28.7,0,flor,DESKTOP-SUMFLTC,0,0.5,131-37045-4
SIRENI,HOTERIA,bavaro,0,0,,,,,,1,11387790035,2,0,NULL,,44:27.2,36:51.6,0,mseverino,RECEPCIONUVERO,NULL,NULL,NULL
SIRENIS ,COCINA,uvero alto - macao ,2000000000,,,,,,,1,11387790035,2,0,NULL,,23:58.8,41:31.5,0,mmoris,OPAULINO,NULL,NULL,NULL
SIRENIS0,HOTELERIA ,bavaro,1212121212,1212121212,,,,,,1,24472460019,2,5,NULL,,17:58.0,18:20.8,0,admin,DESKTOP-GSN33LR,0,0.5,131-37045-4
SUNCAPE,HOTELERIA,bavaro,0,0,,,,,,5,795319581,2,0,NULL,,09:28.7,50:56.5,0,OPAULINO,APPSERVER,NULL,NULL,NULL
SUPER MERCADO EL PRIMO,VENTAS DE TODO TIPO DE PRODUCTO DE CONSUMO MASIVO,POR CONFIRMAR,2222222,222222,,,,,,1,24472460019,2,0,NULL,,48:19.3,48:19.3,1,jalvarez,DESKTOP-GSN33LR,0,0,131-37045-4
TRANSPORTE BULE,TRANSPORTE,Frente a la universidad,1111111111,11111111111,,,,,,5,795319581,3,0,NULL,,26:31.9,09:01.3,0,mavila,USER-PC,NULL,NULL,NULL
USUARIO BLOQUEADOS BANRESERVAS,0,0,0,0,,,,,,2,300118368,3,0,NULL,,55:22.9,15:03.9,0,opaulino,APPSERVER,NULL,NULL,NULL
USUARIOS INTENET MOVIL BANRESERVAS,0,0,0,0,,,,,,2,7900004964,3,0,NULL,,00:11.2,35:53.2,0,opaulino,APPSERVER,NULL,NULL,NULL
USUARIOS RECHAZADOS BANRESERVAS,0,0,0,0,,,,,,2,300118368,3,0,NULL,,58:03.4,30:50.7,0,opaulino,APPSERVER,NULL,NULL,NULL
VISTA SOL,HOTELERIA,bavaro,0,0,,,,,,5,795319581,2,0,NULL,,27:27.7,16:45.9,0,opaulino,APPSERVER,NULL,NULL,NULL
WIND SRL,COMPA벨A DE TELECOMUNICACIONES,PROLONGACION 27 ESQUINA ISABEL AGUIAR,8092003000,REC,,,,,,1,24472460019,2,0,NULL,,05:06.9,05:06.9,1,jalvarez,DESKTOP-GSN33LR,0,0,131-37045-4
ZOETRY AGUA PUNTA CANA,HOTELERIA,bavaro,2000000000,0,,,,,,1,24472460019,2,5,NULL,,14:39.3,57:11.7,0,rrodriguez,APPSERVER,0,0.5,131-37045-4
ZOETRY CANCELADOS,HOTELERIA,0,0,0,,,,,,1,24472460019,2,0,NULL,,55:07.2,55:07.2,1,cgonzalezz,DESKTOP-DFEQDJR,0,0,131-37045-4
ZOETRY PROBLEMATICOS,0,,0,0,,,,,,1,24472460019,2,0,NULL,,35:03.2,00:17.7,1,cgonzalezz,MOISESSS,0,0,131-37045-4
ZOETRY PUNTA CANA,HOTELERIA,UVERO ALTO,0,0,,,,,,1,24472460019,2,0,NULL,,32:02.4,56:47.7,1,cgonzalezz,MOISESSS,0,0,131-37045-4
ZOETRY PUNTA CANA FASE,0,0,0,0,,,,,,1,24472460019,2,0,NULL,,28:34.0,08:29.7,1,cgonzalezz,MOISESSS,0,0,131-37045-4
